,Avg_FT_DPRRA,Avg_FT_RRA,,,l2Norm_DPRRA,l2Norm_RRA,,,Avg_CS_DPRRA,Avg_CS_RRA,,,Avg_TP_DPRRA,Avg_TP_RRA,,,Avg_TQ_DPRRA,Avg_TQ_RRA
20605,57.3702,8.10628,,20605,8941.75,1310.53,,20605,1.63698,1.50036,,20605,0.0174307,0.123361,,20605,6454.98,2058
20630,55.667,19.2721,,20630,8554.95,3266.79,,20630,1.62012,1.5016,,20630,0.017964,0.0518884,,20630,6436.32,2058
20655,56.4162,12.0257,,20655,9199.09,2345.16,,20655,1.60629,1.50898,,20655,0.0177254,0.0831552,,20655,6368.73,2048
20680,52.6172,8.95324,,20680,8180.58,1463.17,,20680,1.61214,1.50706,,20680,0.0190052,0.111691,,20680,6376.88,2050
20705,57.012,8.78058,,20705,9233.79,1418.49,,20705,1.61744,1.49998,,20705,0.0175402,0.113888,,20705,6556.2,2092
20730,59.3232,8.92393,,20730,9988.77,1447.68,,20730,1.62465,1.5,,20730,0.0168568,0.112058,,20730,6615.12,2099
20755,56.1154,8.65276,,20755,9636.61,1425.97,,20755,1.61055,1.50797,,20755,0.0178204,0.11557,,20755,6381.77,2058
20780,60.8325,20.9801,,20780,20492.3,3644.75,,20780,1.61064,1.4999,,20780,0.0164386,0.0476643,,20780,6491.87,2093
20805,59.7735,9.17198,,20805,9166.16,1490.42,,20805,1.65138,1.49983,,20805,0.0167298,0.109028,,20805,6595.68,2083
20830,58.0051,8.85569,,20830,10188.5,1454.32,,20830,1.6325,1.50082,,20830,0.0172399,0.112922,,20830,6584.63,2080
20855,55.1083,10.7354,,20855,8730.12,2285.08,,20855,1.60724,1.49998,,20855,0.0181461,0.0931497,,20855,6424.26,2091
20880,59.0012,8.61815,,20880,9603.01,1410.03,,20880,1.62447,1.49976,,20880,0.0169488,0.116034,,20880,6594.68,2088
20905,60.8479,9.20923,,20905,12121.7,1497.39,,20905,1.61956,1.49969,,20905,0.0164344,0.108587,,20905,6691.52,2121
20930,58.58,8.55853,,20930,10844.5,1407.62,,20930,1.62007,1.50411,,20930,0.0170707,0.116843,,20930,6594.22,2084
20955,59.2189,8.83655,,20955,9495.13,1447.91,,20955,1.63321,1.49964,,20955,0.0168865,0.113166,,20955,6615.33,2100
20980,57.0439,9.0327,,20980,9412.9,1493.57,,20980,1.61835,1.50491,,20980,0.0175304,0.110709,,20980,6527.9,2085
21005,57.8561,8.24756,,21005,9035.78,1363.07,,21005,1.62614,1.51135,,21005,0.0172843,0.121248,,21005,6545.46,2075
21030,58.5924,8.57066,,21030,9060.06,1405.67,,21030,1.63742,1.50495,,21030,0.0170671,0.116677,,21030,6681.77,2092
21055,54.7173,9.42707,,21055,8565.9,1542.97,,21055,1.61406,1.50406,,21055,0.0182758,0.106077,,21055,6473.06,2095
21080,54.1524,30.4665,,21080,8567.02,5595.67,,21080,1.61067,1.50707,,21080,0.0184664,0.032823,,21080,6435.01,2092
21105,56.9705,9.57882,,21105,9225.01,1634.82,,21105,1.61848,1.50737,,21105,0.0175529,0.104397,,21105,6549.17,2095
21130,60.2341,9.40066,,21130,10005.6,1634.23,,21130,1.63971,1.49976,,21130,0.0166019,0.106375,,21130,6715.45,2118
21155,93.115,11.4256,,21155,71812.8,2547.99,,21155,1.63418,1.49993,,21155,0.0107394,0.087523,,21155,7050.63,2129
21180,56.2917,9.10921,,21180,9056.32,1507.08,,21180,1.61431,1.50109,,21180,0.0177646,0.109779,,21180,6583.64,2115
21205,60.7881,9.74044,,21205,9693.37,1643.48,,21205,1.64461,1.49993,,21205,0.0164506,0.102665,,21205,6790.27,2123
21230,59.7241,27.9917,,21230,11122.1,5039.45,,21230,1.63674,1.51017,,21230,0.0167437,0.0357249,,21230,6621.12,2098
21255,60.3721,9.00979,,21255,9625.66,1498.29,,21255,1.63496,1.51131,,21255,0.0165639,0.11099,,21255,6796,2102
21280,56.7753,8.90428,,21280,9030.68,1465.57,,21280,1.61866,1.50061,,21280,0.0176133,0.112306,,21280,6637.51,2126
21305,60.4903,10.8844,,21305,11021.4,2068.36,,21305,1.63816,1.50002,,21305,0.0165316,0.0918743,,21305,6812.51,2139
21330,59.0065,30.2888,,21330,9548.35,5591.04,,21330,1.62729,1.49981,,21330,0.0169473,0.0330155,,21330,6768,2135
21355,55.9385,8.61021,,21355,8842.66,1425.62,,21355,1.61428,1.49993,,21355,0.0178768,0.116141,,21355,6689.62,2138
21380,60.1877,9.31703,,21380,9352.12,1532.72,,21380,1.64495,1.5,,21380,0.0166147,0.10733,,21380,6901.78,2144
21405,59.6542,10.6527,,21405,10126.8,1961.67,,21405,1.63695,1.50437,,21405,0.0167633,0.0938733,,21405,6718.4,2131
21430,59.3277,10.3844,,21430,9228.91,2045.04,,21430,1.64274,1.50378,,21430,0.0168555,0.0962986,,21430,6842.22,2134
21455,51.1865,13.2056,,21455,8562.37,2646.32,,21455,1.57562,1.49998,,21455,0.0195364,0.0757252,,21455,6416.61,2160
21480,59.2667,31.2163,,21480,9462.8,5849.72,,21480,1.63864,1.5,,21480,0.0168729,0.0320346,,21480,6918.87,2176
21505,59.742,8.47738,,21505,9916.39,1414.61,,21505,1.6406,1.50002,,21505,0.0167387,0.117961,,21505,6824.31,2159
21530,55.5627,10.4262,,21530,8756.15,2077.85,,21530,1.61124,1.49977,,21530,0.0179977,0.0959118,,21530,6730.47,2162
21555,57.0057,28.4061,,21555,9101.33,5071.85,,21555,1.61819,1.50647,,21555,0.0175421,0.0352037,,21555,6719.77,2141
21580,57.6911,34.0801,,21580,9360.95,6537.82,,21580,1.62206,1.50704,,21580,0.0173337,0.0293426,,21580,6765.87,2142
21605,45.1609,36.0216,,21605,7709.88,7679.1,,21605,1.55779,1.49988,,21605,0.0221431,0.0277611,,21605,6247.21,2168
21630,56.7268,26.1034,,21630,9117.7,4601.5,,21630,1.61859,1.5,,21630,0.0176284,0.0383092,,21630,6801.33,2181
21655,59.2965,8.88127,,21655,9856.74,1481.59,,21655,1.63639,1.49988,,21655,0.0168644,0.112596,,21655,6862.81,2172
21680,55.4568,11.3117,,21680,9485.05,2185.14,,21680,1.60872,1.49986,,21680,0.0180321,0.0884043,,21680,6703.99,2173
21705,61.4167,8.67491,,21705,14465.4,1442.3,,21705,1.63138,1.50219,,21705,0.0162822,0.115275,,21705,6876.49,2165
21730,57.5091,9.01578,,21730,9124.93,1511.76,,21730,1.6277,1.49986,,21730,0.0173886,0.110917,,21730,6890.82,2195
21755,59.3296,8.85622,,21755,10567.7,1483.85,,21755,1.6331,1.50338,,21755,0.016855,0.112915,,21755,6913.33,2166
21780,56.7291,8.99045,,21780,10738.1,1493.56,,21780,1.61924,1.49991,,21780,0.0176276,0.111229,,21780,6918.64,2213
21805,54.6775,9.18491,,21805,8888.54,1517.62,,21805,1.61371,1.49975,,21805,0.0182891,0.108874,,21805,6727.98,2200
21830,57.1744,10.6282,,21830,9388.61,1997.69,,21830,1.60838,1.49963,,21830,0.0174903,0.0940896,,21830,6942.39,2218
21855,56.3427,8.8728,,21855,8949.72,1482.1,,21855,1.62356,1.50094,,21855,0.0177485,0.112704,,21855,6889.28,2182
21880,54.939,32.5516,,21880,8967.37,6292.87,,21880,1.60727,1.51019,,21880,0.018202,0.0307204,,21880,6697.38,2167
21905,58.277,9.38544,,21905,9238.76,1583.61,,21905,1.63447,1.50103,,21905,0.0171594,0.106548,,21905,6933.98,2188
21930,57.128,31.116,,21930,9188.4,5788.35,,21930,1.62896,1.49995,,21930,0.0175045,0.0321378,,21930,6940.47,2220
21955,59.3729,28.303,,21955,9523.37,5265.61,,21955,1.64231,1.49989,,21955,0.0168427,0.035332,,21955,6980.81,2196
21980,60.3501,28.3451,,21980,9620.19,5063.17,,21980,1.6449,1.49973,,21980,0.01657,0.0352795,,21980,7026.76,2199
22005,57.1121,9.33924,,22005,9381.01,1561.53,,22005,1.61927,1.50002,,22005,0.0175094,0.107075,,22005,6880.53,2206
22030,68.8467,8.45919,,22030,28832.3,1409.4,,22030,1.63296,1.50295,,22030,0.014525,0.118215,,22030,7111.87,2195
22055,46.2429,9.48012,,22055,7757.74,1601.03,,22055,1.563,1.49993,,22055,0.0216249,0.105484,,22055,6411.42,2216
22080,57.4668,8.59973,,22080,9414.97,1432.78,,22080,1.62803,1.5,,22080,0.0174014,0.116283,,22080,6911.4,2210
22105,56.4753,10.2342,,22105,9101.86,2072.53,,22105,1.62307,1.51138,,22105,0.0177068,0.097712,,22105,6878.54,2182
22130,56.8338,30.7417,,22130,9334.29,6038.28,,22130,1.62146,1.49973,,22130,0.0175952,0.0325291,,22130,6842.26,2215
22155,60.4664,20.9667,,22155,10690.5,3805.45,,22155,1.64329,1.50327,,22155,0.0165381,0.0476946,,22155,6993.75,2208
22180,59.916,9.1298,,22180,10430.2,1568.7,,22180,1.63841,1.50338,,22180,0.01669,0.109531,,22180,7024.44,2210
22205,56.5456,8.63112,,22205,8988.79,1627.41,,22205,1.63085,1.49971,,22205,0.0176849,0.11586,,22205,6992.52,2230
22230,56.2854,8.50382,,22230,9297.28,1426.37,,22230,1.62128,1.49978,,22230,0.0177666,0.117594,,22230,6881.53,2236
22255,60.6274,33.3103,,22255,10514.9,6647.66,,22255,1.6377,1.50497,,22255,0.0164942,0.0300208,,22255,7041.08,2214
22280,56.8259,8.76329,,22280,9588.93,1471.43,,22280,1.62899,1.5114,,22280,0.0175976,0.114112,,22280,6890.91,2202
22305,53.815,8.72248,,22305,8844.89,1467.57,,22305,1.59874,1.50034,,22305,0.0185822,0.114646,,22305,6854.55,2229
22330,55.6865,8.50681,,22330,10466.8,1430.69,,22330,1.60717,1.5,,22330,0.0179577,0.117553,,22330,6940.64,2243
22355,55.4087,9.77347,,22355,9070.67,1736.96,,22355,1.61261,1.50154,,22355,0.0180477,0.102318,,22355,6898.61,2231
22380,57.0676,11.8101,,22380,9378.75,2545.15,,22380,1.62694,1.50961,,22380,0.0175231,0.084673,,22380,6995.97,2214
22405,53.8353,8.68873,,22405,8716.8,1464.12,,22405,1.60647,1.51105,,22405,0.0185752,0.115092,,22405,6821.22,2216
22430,60.0133,9.4021,,22430,10320.2,1593.92,,22430,1.63745,1.49982,,22430,0.016663,0.106359,,22430,7184.42,2245
22455,56.7057,9.45424,,22455,9113.01,1622.8,,22455,1.62872,1.49998,,22455,0.0176349,0.105773,,22455,7071.57,2246
22480,59.1016,9.15819,,22480,11418.4,1543.23,,22480,1.62513,1.49991,,22480,0.01692,0.109192,,22480,7166.94,2256
22505,52.4499,9.39591,,22505,8944.26,1835.06,,22505,1.59942,1.50104,,22505,0.0190658,0.106429,,22505,6843.6,2247
22530,54.8269,32.2406,,22530,8864.3,6555.13,,22530,1.60808,1.49991,,22530,0.0182392,0.0310168,,22530,7029.93,2270
22555,55.6029,26.9021,,22555,9407.05,4885.91,,22555,1.60865,1.50246,,22555,0.0179847,0.0371719,,22555,6934.25,2248
22580,59.3314,8.50168,,22580,10667.8,1452.51,,22580,1.62307,1.5093,,22580,0.0168545,0.117624,,22580,7104.63,2238
22605,62.2211,8.79195,,22605,13035,1489.9,,22605,1.64667,1.50975,,22605,0.0160717,0.11374,,22605,7161.46,2239
22630,57.8516,10.3098,,22630,10228,2059.28,,22630,1.62298,1.51171,,22630,0.0172856,0.096995,,22630,7062.15,2235
22655,58.7932,9.15798,,22655,9849.53,1551.16,,22655,1.63412,1.51538,,22655,0.0170088,0.109194,,22655,7080.49,2230
22680,53.4662,28.7296,,22680,8795.51,5304.1,,22680,1.60256,1.50891,,22680,0.0187034,0.0348073,,22680,6891.81,2247
22705,58.4407,9.28421,,22705,9959.08,1569.56,,22705,1.62823,1.50566,,22705,0.0171114,0.10771,,22705,7062.39,2258
22730,53.4225,27.3418,,22730,8965.35,5101.94,,22730,1.58931,1.49978,,22730,0.0187187,0.036574,,22730,6996.24,2284
22755,60.8425,8.68912,,22755,10363.6,1480.18,,22755,1.645,1.50152,,22755,0.0164359,0.115086,,22755,7229.29,2270
22780,57.0187,10.3318,,22780,14098.3,2408.22,,22780,1.61444,1.50053,,22780,0.0175381,0.0967887,,22780,7072.79,2276
22805,43.8065,10.2135,,22805,7513.79,1750.15,,22805,1.52475,1.49989,,22805,0.0228277,0.09791,,22805,6445.23,2290
22830,56.0812,9.45239,,22830,9088.41,1614.3,,22830,1.62295,1.49982,,22830,0.0178313,0.105793,,22830,7152.99,2294
22855,59.9233,30.9104,,22855,9778.82,5709.99,,22855,1.64612,1.49993,,22855,0.016688,0.0323515,,22855,7285.31,2304
22880,52.9626,9.68081,,22880,9848.49,1649.45,,22880,1.57994,1.50468,,22880,0.0188812,0.103297,,22880,6858.58,2275
22905,58.5431,35.9486,,22905,9485.44,7374.54,,22905,1.63632,1.49998,,22905,0.0170814,0.0278175,,22905,7274.91,2297
22930,67.866,221.237,,22930,39366.1,47688.3,,22930,1.62913,1.50493,,22930,0.0147349,0.00452005,,22930,7256.55,2282
22955,56.9555,9.46953,,22955,9196.32,1615.62,,22955,1.6288,1.50037,,22955,0.0175576,0.105602,,22955,7241.14,2294
22980,56.921,9.7896,,22980,9207.46,1691.63,,22980,1.62781,1.50139,,22980,0.0175682,0.102149,,22980,7233.19,2294
23005,55.3228,9.0246,,23005,9044.88,1551.54,,23005,1.61182,1.50359,,23005,0.0180757,0.110808,,23005,7144.7,2292
23030,58.2503,9.69566,,23030,10035.3,1670.38,,23030,1.63022,1.51046,,23030,0.0171673,0.103139,,23030,7254.08,2280
23055,55.4592,1684.29,,23055,9180.02,357720,,23055,1.61731,1.49989,,23055,0.0180313,0.000593723,,23055,7091.41,2306
23080,55.3367,65.9124,,23080,9144.59,15120.6,,23080,1.62881,1.49991,,23080,0.0180712,0.0151716,,23080,7245.54,2311
23105,52.4982,22.3595,,23105,9040.87,4060.41,,23105,1.5726,1.49972,,23105,0.0190483,0.0447237,,23105,6975.03,2329
23130,57.4457,22.8521,,23130,9469.82,4199.68,,23130,1.62304,1.5,,23130,0.0174077,0.0437596,,23130,7267.89,2314
23155,57.3807,10.5616,,23155,9521.77,1934.47,,23155,1.61913,1.49981,,23155,0.0174275,0.0946822,,23155,7299.49,2325
23180,57.4773,24.2299,,23180,9497.2,4441.67,,23180,1.62877,1.50539,,23180,0.0173982,0.0412713,,23180,7224.86,2303
23205,60.1896,110.155,,23205,14809.6,23229.1,,23205,1.60896,1.51959,,23205,0.0166142,0.00907812,,23205,7142.42,2276
23230,54.7917,37.9437,,23230,13666.7,7616.62,,23230,1.59462,1.49978,,23230,0.0182509,0.0263548,,23230,7167.32,2344
23255,58.5399,9.43776,,23255,9563.23,1622.34,,23255,1.63745,1.5026,,23255,0.0170824,0.105957,,23255,7320.06,2320
23280,59.2496,11.087,,23280,9723.12,2089.99,,23280,1.63952,1.49991,,23280,0.0168777,0.0901955,,23280,7452.26,2346
23305,54.1609,7.41223,,23305,9070.25,1306.2,,23305,1.60343,1.5077,,23305,0.0184635,0.134912,,23305,7120.29,2313
23330,57.8074,10.5729,,23330,9435.39,1984.99,,23330,1.63369,1.5,,23330,0.0172988,0.0945813,,23330,7401.28,2344
23355,41.068,9.50362,,23355,9147.8,1632.2,,23355,1.49694,1.51,,23355,0.0243499,0.105223,,23355,6350.87,2312
23380,46.3119,5.84615,,23380,8327.1,972.984,,23380,1.54662,1.49991,,23380,0.0215927,0.171053,,23380,6786.44,2359
23405,59.4575,9.66755,,23405,9791.03,1692.49,,23405,1.64196,1.50036,,23405,0.0168187,0.103439,,23405,7457.9,2339
23430,55.888,31.3882,,23430,9332.06,5918.69,,23430,1.6096,1.49987,,23430,0.0178929,0.0318591,,23430,7333.92,2346
23455,60.5864,18.6368,,23455,10156,4364.03,,23455,1.6301,1.50842,,23455,0.0165054,0.0536573,,23455,7586.08,2325
23480,59.3388,9.96597,,23480,9751.6,1738.86,,23480,1.63765,1.50268,,23480,0.0168524,0.100341,,23480,7539.63,2342
23505,51.2113,9.22293,,23505,8631.43,1648.93,,23505,1.59787,1.49985,,23505,0.019527,0.108425,,23505,7224.23,2370
23530,57.1715,42.7896,,23530,9335.53,8399.95,,23530,1.63489,1.50756,,23530,0.0174912,0.0233702,,23530,7354.45,2333
23555,61.2652,55.7453,,23555,10606.3,11586.4,,23555,1.64271,1.49994,,23555,0.0163225,0.0179387,,23555,7591.52,2367
23580,57.6797,39.2501,,23580,9710.2,7668.84,,23580,1.62918,1.5,,23580,0.0173371,0.0254776,,23580,7455.73,2379
23605,53.9239,5.73027,,23605,10024.4,952.329,,23605,1.58513,1.51193,,23605,0.0185447,0.174512,,23605,7069.83,2333
23630,46.3376,9.30656,,23630,8879.56,1731.09,,23630,1.53402,1.49958,,23630,0.0215807,0.107451,,23630,6811.84,2377
23655,42.9816,8.56694,,23655,7331.22,1484.75,,23655,1.54208,1.50053,,23655,0.0232658,0.116728,,23655,6714.33,2364
23680,57.5239,10.0657,,23680,9597.72,1772.26,,23680,1.62572,1.49996,,23680,0.0173841,0.0993476,,23680,7488.08,2387
23705,58.5351,10.8022,,23705,10260.9,2101.37,,23705,1.62738,1.49981,,23705,0.0170838,0.0925734,,23705,7483.06,2373
23730,57.8952,9.60708,,23730,9617.75,1672.53,,23730,1.62541,1.50278,,23730,0.0172726,0.10409,,23730,7501.82,2366
23755,59.4252,9.3718,,23755,9761.82,1625.34,,23755,1.64517,1.50074,,23755,0.0168279,0.106703,,23755,7552.57,2373
23780,53.3886,9.76518,,23780,10354.6,1710.4,,23780,1.58759,1.49996,,23780,0.0187306,0.102405,,23780,7200.29,2381
23805,50.7481,8.84642,,23805,8871.07,1558.36,,23805,1.56455,1.50338,,23805,0.0197052,0.11304,,23805,7063.83,2372
23830,55.7021,13.6667,,23830,9622.22,2771.46,,23830,1.61721,1.50655,,23830,0.0179527,0.0731707,,23830,7341.66,2367
23855,58.2355,10.1262,,23855,9931.87,1770.41,,23855,1.63236,1.50543,,23855,0.0171716,0.0987535,,23855,7471.76,2372
23880,52.6752,15.1789,,23880,9201.5,3700.75,,23880,1.57994,1.49983,,23880,0.0189843,0.065881,,23880,7168.64,2402
23905,58.8921,9.33654,,23905,11201.6,1614.94,,23905,1.62435,1.49994,,23905,0.0169802,0.107106,,23905,7610.31,2410
23930,36.6558,43.0633,,23930,6213.9,11076.4,,23930,1.50013,1.49971,,23930,0.0272808,0.0232216,,23930,6498.8,2398
23955,54.1659,31.8379,,23955,9655.06,6242.64,,23955,1.60509,1.49998,,23955,0.0184618,0.0314091,,23955,7385.23,2412
23980,58.8716,23.6497,,23980,10305.7,4402.07,,23980,1.63311,1.50446,,23980,0.0169861,0.0422837,,23980,7569.94,2387
24005,57.8471,34.3364,,24005,9587.24,6737.56,,24005,1.63274,1.49998,,24005,0.0172869,0.0291236,,24005,7587.83,2410
24030,58.2538,19.6471,,24030,9832.22,4317.22,,24030,1.63,1.49996,,24030,0.0171663,0.0508982,,24030,7602.7,2407
24055,43.2096,9.40262,,24055,8644.96,1638.46,,24055,1.51711,1.50355,,24055,0.023143,0.106353,,24055,6739.23,2397
24080,44.0165,10.8827,,24080,7781.66,2022.6,,24080,1.53227,1.50004,,24080,0.0227188,0.0918891,,24080,6872.79,2411
24105,56.6138,9.79179,,24105,9440.38,1723.27,,24105,1.62307,1.50479,,24105,0.0176635,0.102126,,24105,7527.57,2398
24130,58.9279,12.1984,,24130,10463.2,2745.61,,24130,1.6373,1.5,,24130,0.0169699,0.0819778,,24130,7678.25,2428
24155,55.7144,32.3679,,24155,9302.92,6202.52,,24155,1.61735,1.49994,,24155,0.0179487,0.0308948,,24155,7544.52,2420
24180,60.5088,9.52163,,24180,10540.2,1663.89,,24180,1.6373,1.49988,,24180,0.0165265,0.105024,,24180,7754.11,2422
24205,40.0623,9.68135,,24205,6720.36,1724.96,,24205,1.5313,1.51051,,24205,0.0249611,0.103291,,24205,6781.15,2395
24230,56.7267,8.50458,,24230,9891.46,1502.1,,24230,1.62101,1.49992,,24230,0.0176284,0.117584,,24230,7689.29,2454
24255,64.4965,9.75861,,24255,12846.6,1720.49,,24255,1.64976,1.49994,,24255,0.0155047,0.102474,,24255,7976.11,2440
24280,56.7444,35.2659,,24280,9663.62,7086.17,,24280,1.6203,1.5103,,24280,0.0176229,0.028356,,24280,7518.02,2402
24305,57.63,9.50331,,24305,19290.3,1673.07,,24305,1.59708,1.50957,,24305,0.0173521,0.105226,,24305,7456,2408
24330,56.4402,10.1634,,24330,11492.7,1808.03,,24330,1.59268,1.49971,,24330,0.0177179,0.0983921,,24330,7485.62,2458
24355,49.6076,9.67625,,24355,8631.75,1706.94,,24355,1.57619,1.50638,,24355,0.0201582,0.103346,,24355,7232.16,2420
24380,55.3576,11.5399,,24380,9791.91,2393.52,,24380,1.59889,1.5103,,24380,0.0180644,0.0866561,,24380,7445.73,2414
24405,54.1667,9.32588,,24405,9499.6,1647.54,,24405,1.58541,1.50871,,24405,0.0184615,0.107229,,24405,7391.47,2419
24430,58.8662,21.9551,,24430,9870.17,4773.22,,24430,1.63385,1.49996,,24430,0.0169877,0.0455476,,24430,7799.31,2452
24455,58.4411,140.576,,24455,10088.4,37760.7,,24455,1.63398,1.50063,,24455,0.0171113,0.00711358,,24455,7736.59,2442
24480,56.8462,67.2519,,24480,9770.07,19622.6,,24480,1.63779,1.49971,,24480,0.0175913,0.0148695,,24480,7841.9,2475
24505,58.8209,9.6275,,24505,12889.3,1710.08,,24505,1.62371,1.50275,,24505,0.0170008,0.103869,,24505,7734.71,2443
24530,55.6185,29.9599,,24530,10108.9,5730.13,,24530,1.60726,1.50008,,24530,0.0179796,0.033378,,24530,7603.47,2452
24555,55.6598,12.2856,,24555,9506.25,2815.38,,24555,1.61332,1.50018,,24555,0.0179663,0.0813961,,24555,7588.93,2454
24580,55.8592,11.8799,,24580,9416.87,2557.77,,24580,1.62323,1.49972,,24580,0.0179021,0.0841758,,24580,7615.65,2466
24605,56.5643,9.44853,,24605,12488.3,1681.82,,24605,1.59443,1.50002,,24605,0.017679,0.105837,,24605,7637.28,2471
24630,48.6522,9.47743,,24630,8542.52,1665.18,,24630,1.56025,1.5,,24630,0.0205541,0.105514,,24630,7260.14,2491
24655,55.8404,8.61075,,24655,9520.85,1531.8,,24655,1.61631,1.50651,,24655,0.0179082,0.116134,,24655,7616.29,2448
24680,54.6496,12.7079,,24680,9477.13,2946.8,,24680,1.59133,1.50259,,24680,0.0182984,0.0786912,,24680,7580.46,2461
24705,51.4021,35.3204,,24705,9020.59,6937.6,,24705,1.57883,1.50002,,24705,0.0194544,0.0283122,,24705,7373.94,2480
24730,58.7691,12.6757,,24730,10570.6,2851.05,,24730,1.63239,1.5021,,24730,0.0170157,0.0788914,,24730,7692.7,2467
24755,54.6772,65.3743,,24755,9245.03,16999.1,,24755,1.62436,1.51266,,24755,0.0182891,0.0152965,,24755,7733.58,2445
24780,57.0628,10.8634,,24780,10184.9,2304.97,,24780,1.61784,1.49992,,24780,0.0175246,0.0920522,,24780,7784.5,2490
24805,59.157,30.0408,,24805,10042.6,5903.04,,24805,1.64515,1.49982,,24805,0.0169042,0.0332881,,24805,7809.64,2491
24830,57.4924,10.0283,,24830,10310,1800.6,,24830,1.61772,1.49988,,24830,0.0173936,0.0997177,,24830,7802.82,2497
24855,57.8485,33.7662,,24855,9684.47,6695.81,,24855,1.63722,1.50115,,24855,0.0172865,0.0296154,,24855,7833.77,2482
24880,54.8201,9.13328,,24880,10462.5,1648.76,,24880,1.58662,1.50105,,24880,0.0182415,0.10949,,24880,7561.42,2484
24905,58.7346,9.81546,,24905,10638.7,1747.64,,24905,1.63192,1.49986,,24905,0.0170258,0.10188,,24905,7869.58,2494
24930,60.7125,23.0513,,24930,10801.9,4346.89,,24930,1.63783,1.4998,,24930,0.0164711,0.0433814,,24930,7966.86,2499
24955,56.4601,26.1093,,24955,9995.7,5289.88,,24955,1.61779,1.4999,,24955,0.0177116,0.0383005,,24955,7821.24,2523
24980,54.4009,10.9377,,24980,9580.05,2027.69,,24980,1.60528,1.49996,,24980,0.0183821,0.0914271,,24980,7650.06,2507
